ID,Pred
16380.0,0.05968332141316208
60243.0,0.16486427011824192
82616.0,0.03415779192432567
164382.0,0.11035371609622015
180885.0,0.1943897741116405
164087.0,0.5649447965623713
32272.0,0.24602012856055044
109264.0,0.21733332772415065
30095.0,0.1994799177761768
148066.0,0.4764095156097774
34503.0,0.13939163000143642
102668.0,0.09766099996176456
101999.0,0.025752811639040526
145912.0,0.2736075504297515
22033.0,0.08854467008540638
70093.0,0.11198705269773775
76336.0,0.14490025997632286
126514.0,0.035485766141896
106797.0,0.14970980197469305
44460.0,0.16502367156608055
1252.0,0.10438394809392443
54017.0,0.1695862842254237
14260.0,0.3667161137129973
100678.0,0.4342650419679785
29732.0,0.04588928151163889
138729.0,0.5030804107547471
106887.0,0.030311176219891805
179179.0,0.5387721108416765
182229.0,0.43301914828859794
44894.0,0.13964227909438373
171863.0,0.05479937817117126
116153.0,0.09828432787145294
64731.0,0.08185409388450753
156868.0,0.087186822646889
124714.0,0.05278788758407973
131884.0,0.028239989217330272
167792.0,0.12657393695644023
148677.0,0.11169984247964548
157283.0,0.367799065510545
161443.0,0.20773368835933922
130608.0,0.07080892436334107
18704.0,0.05180306412389813
178628.0,0.0775256503913168
177356.0,0.4109160381999814
30516.0,0.043557955213431844
54842.0,0.443497045704188
96068.0,0.05230298826287539
30039.0,0.016859338928058302
2703.0,0.13435761752740735
139043.0,0.5127368200431498
65544.0,0.04565117265890907
90359.0,0.028742919166501686
84422.0,0.7900300134954102
153918.0,0.06403752992303376
63773.0,0.0660370229483693
137268.0,0.060745503626748236
34850.0,0.19261713859550747
180213.0,0.12207103704888536
110435.0,0.1758455883584581
89359.0,0.04566476320250581
59253.0,0.013395621122388091
6557.0,0.3464511454163309
3185.0,0.05227895511012893
34157.0,0.02766780223243181
154558.0,0.02590060751057224
161300.0,0.10822951599975726
63536.0,0.16530933719346988
175963.0,0.13024249233244053
111418.0,0.06317806655160023
70866.0,0.09981122456713752
137136.0,0.05192301987837078
106986.0,0.20133380855194086
117758.0,0.1253075692373652
145571.0,0.09066113543185536
22890.0,0.1964041313439628
183424.0,0.33964184491905336
165332.0,0.04945423294796873
146372.0,0.34824509671324055
19183.0,0.12064178047028223
63412.0,0.004742792648447281
134272.0,0.08827490005646974
66352.0,0.7097878461979309
88885.0,0.07977269544329153
90694.0,0.17202244186611965
139376.0,0.038466776203288346
125347.0,0.20883135999432784
57499.0,0.0736659158869137
140883.0,0.10293282480863851
145331.0,0.5569403398324635
110036.0,0.026193009731769724
46459.0,0.15676419409641637
158836.0,0.4921482028582537
60606.0,0.40987668382302744
169135.0,0.07527053770957001
150745.0,0.710364798632345
37748.0,0.10208830979487789
68210.0,0.16003501226233285
130926.0,0.21637575370720946
165442.0,0.07379008988381108
76666.0,0.12086716215770547
159043.0,0.08014407399593348
821.0,0.3037526880595306
107328.0,0.08222609707197552
151627.0,0.0681791400307858
29871.0,0.11114665132281364
14329.0,0.06990894496910184
3352.0,0.09223487589093043
41421.0,0.1299016800490554
164159.0,0.19546449290276136
56689.0,0.08291415466255031
17950.0,0.17361162761508922
57933.0,0.2923655284849375
66695.0,0.40832362150117035
148799.0,0.16777434162876223
172858.0,0.27437066788284015
28424.0,0.0019439689910571486
3957.0,0.14110459452574747
106893.0,0.12861512481762558
62386.0,0.00941859102674295
9512.0,0.3770444010406061
148354.0,0.20105918880361345
3071.0,0.07279401917292239
172443.0,0.13045066474651978
88900.0,0.22772524548628437
